"X1","X2","X3","Y"
3,-2.43261952190481,-13.4979408035755,173.868508573898
3,12.0064706790534,-10.8302134775183,188.334445043981
2,7.55986388519546,-12.5687734980942,98.3563055028196
2,19.935744040749,-9.58172708388183,36.6009250691633
3,8.82768284656345,-9.90542634118773,168.71554650045
5,12.409186801997,-11.0095640126828,202.239592784068
4,11.9344698460217,-8.26019177968988,16.2296054570728
1,11.2383620466839,-5.63613239982693,198.632972821141
2,12.5905991767533,-9.83347137140538,123.638017336586
3,19.9870686694205,-8.37690950656886,-40.1541315620498
5,14.6375441184034,-13.078301747023,-18.8735758870088
3,10.9821207443879,-10.3000084813264,192.240361485251
3,18.9513310949372,-9.90708090264467,72.3447526803258
1,12.9159887459498,-8.62476503697686,6.57158710862447
4,13.2516679955083,-8.84621957322342,19.8412680138827
1,16.2251507430925,-9.47814222906294,53.5495906295918
1,10.8055331300998,-8.82552412511892,57.1882034719412
5,13.6274534572882,-12.6595746805705,50.136654807662
3,8.62759890933866,-9.42720374261156,128.169591115583
2,10.6241803269807,-14.8827644867172,-31.3545960637942
2,10.1982131366373,-7.26992093973831,43.2083734814883
1,6.80133481233855,-7.94785834820881,55.3650696743341
3,20.1732660946493,-10.1485599508245,67.0893222125942
4,7.20551200305582,-4.93620099385866,293.795858458697
1,8.22110294663989,-11.6447035732173,179.628160875485
3,16.6220869517872,-6.18294694859107,135.681084208361
5,9.89688885385511,-7.89657964136922,50.5985708160157
4,15.8406321359462,-3.43104936264034,190.910819775676
2,6.96321439542595,-6.19290888654005,155.902420572677
5,9.93579170347281,-7.71560500098724,60.450267119153
1,8.7453156078679,-8.25172887970091,35.4601077120563
1,5.15443179796669,-8.39804249285012,64.9676309959465
2,8.48344023316495,-7.40946762937745,39.8155521131106
3,6.72366430167408,-7.71002754728457,58.115708304572
4,14.2872366247352,-6.39887613237852,108.41377909516
5,8.54508208488187,-10.4211742544267,229.67905409371
5,9.58609397777851,-4.6897658028451,283.85548959694
3,5.86077653597599,-10.0769521919927,200.402475363708
1,11.0759950280546,-13.9173823053261,-55.4853372319819
2,1.94031821548185,-6.17440811545517,202.497951002251
5,-4.74935892141614,-14.2675399317587,196.390897303765
5,19.4005317163292,-9.88502290033488,71.1389312249009
4,13.7863084871135,-12.5451696740507,57.7628141366555
5,13.1736431703022,-6.0772929384419,160.438262798766
2,-1.18254132901497,-8.00433050477695,113.233858610385
1,13.3856455851359,-12.0481198172907,92.4990667173086
1,12.5990713528903,-6.80169194687008,67.6851157426356
3,9.61172479300025,-9.34621927026307,103.616041258077
1,14.1251938132687,-7.90659933543833,-10.0095877998781
5,15.602845153531,-7.26508756014837,38.7209296162452
1,9.38918200406527,-11.5214046905216,165.552965423396
2,19.7266853882941,-9.19784439794012,-7.20045413477797
4,14.941813497499,-17.5807607553113,62.5168165272944
4,16.1219269064289,-11.0536684985084,155.416502627577
3,8.42441192583681,-7.46099357286625,58.4537268258593
1,9.3443857216925,-6.94345457502895,48.6564503087063
2,5.38707288773049,-8.21636250855429,72.1737771673313
1,12.0368454274018,-9.25942960765812,72.3567208263079
2,11.3200571719025,-7.75423968425927,24.8188483912305
4,10.4564177697083,-12.7838450340597,58.3359150748692
5,6.59656285567124,-12.0233182019698,185.593578972074
5,8.84015252434508,-12.7376035433503,90.7101773165686
3,19.9255589138229,-8.94432170379527,-17.5859912062122
1,5.35420321447387,-9.81165818658747,178.468847936253
4,7.96954883686902,-8.81824886632503,97.223705935712
1,2.9828372309377,-8.82729527766603,118.203885034909
1,3.79635466212034,-6.51617224205444,154.013799524237
3,8.56617399282407,-4.77406307013137,260.590160312506
4,8.04356349106461,-13.9274039946599,12.6952766780229
1,6.91549217883714,-8.6957276389108,73.1422780335318
3,6.13077845233559,-11.8242784032493,214.051978569252
5,9.01686538390515,-5.76766523901462,218.155135249497
3,15.6701027156022,-7.90192674735908,-18.478469031658
2,8.21099407236661,-6.42516426213415,135.81051190619
5,3.58398068188448,-13.7088869668768,73.5600023772287
5,4.65474097749657,-9.75309751680554,225.995379668646
3,-0.0217382453556603,-5.16146609431634,316.213822344578
2,1.44741838890963,-12.5963042737589,177.191902501908
2,6.26289908618517,-12.9855692992063,85.5033930221671
2,5.11792269382812,-10.4301998139888,237.307530079229
4,4.25486944699442,-12.0048178045872,216.650075158272
2,19.9462182690371,-7.50031604374697,-36.0296995070005
2,18.7556554134925,-11.2663950597728,92.2301545083067
4,22.8220465030648,-10.6259520234292,61.804727084441
4,13.8824795077067,-14.0465962909871,-80.1580032012001
1,9.19375727580368,-8.93815300091506,77.7193185280121
3,4.78369652774691,-7.97726177941912,76.3722231418012
3,4.49616868931896,-13.8510528604249,41.1865209000298
1,7.5156302626461,-5.65124639471278,232.512137172331
3,16.4026046329823,-12.786120498002,-21.4292063925462
5,13.3323528116956,-8.63270921745161,48.7889337060047
2,14.4475009863616,-9.47903356348295,66.0984128334894
3,9.06439286131695,-12.6232606991134,84.4988428455271
2,2.23181828537046,-11.656567900544,258.547153547373
5,11.6320133588979,-7.15300042612749,68.8443501597369
5,8.92694013967752,-10.1976844358327,208.761729482912
3,8.48020846425334,-10.4873580388601,212.822514486068
4,20.9208661419614,-7.21414950625876,-23.7009781296297
4,14.3484564160928,-8.85789612508934,43.334837362339
4,8.85796898156339,-10.708658361005,214.690935614073
5,0.482767902383404,-9.42831627139101,224.121715350002
3,8.56679264638122,-13.995810908629,-29.5221115374052
1,14.9519446005009,-9.21729938739137,43.3558199894876
2,11.8641049635712,-3.42797482099016,191.766180658849
1,11.3605368400776,-10.6706522174439,170.546803057681
2,15.2254681956404,-11.674684520012,113.704176285479
5,9.15495006392588,-5.87542290710136,206.457726732347
3,8.2709898739162,-7.49656045087318,67.2619891728767
4,8.73016933165517,-5.74522664563725,213.211060374542
4,13.6725646373035,-8.22279093603622,10.6474420169375
1,8.65325934517839,-8.77098787997396,58.4347299131257
4,13.8015057121953,-7.93343221590302,13.0165253403539
1,3.85908190320699,-12.5676746066385,159.301636116748
3,3.64467489308989,-9.19262709642564,156.262540046679
4,10.6369180415322,-8.67906432451023,48.2129106318681
3,13.8019157899401,-4.40019541448663,233.812547535758
5,7.96173541988898,-7.42860372905381,74.9083658371719
4,7.11289327540978,-5.08995168915041,266.203587505007
4,-4.19688083454447,-9.82395008367532,290.696069509307
4,11.8716043711048,-12.5238585584257,82.6276367502612
1,5.48572510628592,-12.4424659415691,150.971319428993
2,12.0128745309153,-13.866978058779,-40.3324532147223
3,17.136058614767,-15.3887194581769,-79.8377614933578
4,7.52040477036336,-11.1314613898253,231.030481219315
3,13.4836269077694,-11.4425487173526,132.062350395012
1,9.23727113351183,-5.74847137181466,207.405541570412
5,11.8430231785583,-14.8785828238186,-33.2892521998342
5,4.22100307360218,-9.52312850533651,207.708740363878
2,12.0891179746405,-11.2839042937336,184.081765003509
3,16.5248077222448,-8.02822172701231,-31.470425666182
5,18.9835592781055,-7.68119086554129,-28.2222944288116
1,4.06309672571458,-12.5194007719787,163.346398991692
4,12.6684250417861,-10.5098806524508,170.13315296098
2,7.45987914617123,-10.6478618027292,228.105031182497
4,12.6136031405186,-13.1565318442762,2.43503470453399
5,9.10768068771784,-9.6467114908072,158.964592225746
5,8.75983367199246,-11.0939992695808,219.029703220647
5,13.4104974836986,-11.9491028920767,135.203984638376
5,13.7310076336792,-13.0527360547707,-7.70958372159507
1,11.3953851889303,-9.82547093407419,137.600952134197
2,12.3202469102314,-9.76350180962206,124.767550890152
1,11.8923020626664,-11.9324203908913,97.7088858074824
2,11.391870007765,-5.20023701101263,213.906485740451
5,10.4561508005348,-13.4829512554202,-3.62317957249439
5,14.5780511288241,-10.5679470932904,178.203951873921
1,13.5494964612767,-12.1818335253236,68.2128509552145
2,13.9696641928601,-7.43190786795073,6.42763251984817
5,15.5348424924705,-6.65271005160617,80.9277624129139
4,12.7466866650728,-17.3836130884015,67.4477383876675
2,9.23500835652667,-11.7406711998362,182.325823516814
2,4.55264788377368,-15.7102801013487,141.300341514318
3,7.55983773099203,-4.48992722724264,275.012748431971
1,5.65022541349603,-9.58220185841553,149.75178670936
1,8.50745706512374,-8.6834779384468,73.0544952374774
5,7.37352713679806,-9.94999889096158,208.198681018418
5,9.01657092061524,-14.6706880967212,12.8624995697132
3,4.88050040862877,-14.7539226516432,63.4677377211515
2,6.88848941713023,-7.35573802085427,66.6304120338666
5,11.7779357853897,-8.91389475724253,77.7051856671773
5,11.0680297675131,-12.1895718453735,127.814091426418
3,7.97965159213929,-14.2860705021511,7.07191416947654
3,15.0641116602551,-7.92278699698085,-3.86144815251117
1,1.79435279333466,-12.7173747762487,169.777890536136
4,12.4137930428021,-10.8966767674857,187.38914997047
2,17.8491528356031,-7.63503866636023,-33.2395655555952
1,7.9607612087569,-12.650829057791,98.213540677472
2,11.9379245902042,-13.9726104815093,-50.840928587155
4,7.20855998337861,-4.20200348177987,276.935669285998
5,9.88992481879957,-11.5682794229056,185.279217154686
1,14.078017310612,-4.62297105152856,230.159805470228
1,5.42992759303218,-11.398593444863,224.673796607114
1,7.22589601125431,-8.71851336712801,82.2392654098709
5,12.6611167369242,-8.43044872053449,38.5160619302188
3,12.0785484486223,-13.5315107506006,-41.5241280304278
1,14.0342959090616,-12.2114160775651,75.9104976084673
2,16.2637409844826,-4.40078777019728,231.158439336108
2,13.8492637089076,-10.0710282670759,126.809407558999
1,4.61183696393405,-6.81835347398129,117.865852533108
2,10.7689068327198,-14.9185397988645,-44.137302128783
1,8.00456289875519,-7.20073836851653,91.5499300832486
5,9.97071250943603,-10.9087978689162,209.243395224047
2,14.5868117769457,-10.5279784841073,138.093404371337
3,11.3807772193467,-11.6116900793308,151.754534350512
5,10.7759418010444,-10.2179641549846,193.156291499362
4,9.39942627301108,-9.4247260215758,132.494105048542
5,11.9850925242849,-15.1997545729769,-9.58748791464154
2,4.10687405720927,-12.4048560190137,166.162422568462
1,7.89225987996442,-8.64456276347101,44.7190246651266
4,18.0828801802142,-10.3657964383389,122.9241023648
2,13.0806142164885,-9.68719194408578,97.1567682094197
5,5.191029866176,-10.8967401679194,264.545761529686
1,3.85721670325363,-6.34526574444523,176.503342789019
5,5.20334873205354,-9.99405734320886,221.218247637698
1,12.9007842828165,-10.2380009835258,136.618687796795
4,12.1657948229131,-7.92966258190801,1.03688189432378
3,7.1570884842944,-3.1113070666431,180.491906294907
1,8.15657829550533,-8.36604450228889,31.9736131634022
1,14.891140347628,-6.52113866331659,88.3261767833407
2,8.46463195016991,-12.4771606920986,106.232918099593
4,9.70795360077417,-9.77875592542165,156.215797916952
2,11.7626687357934,-11.4796481351765,174.143875488525
1,9.08836184745553,-7.31590502943457,22.2124702966339
5,6.324867977986,-9.56741121110003,175.965636533663
5,7.93529362421795,-8.07403992338135,61.3818561795307
1,4.59499782400658,-1.95467545036747,107.127837865807
1,12.3465630800384,-11.9737576161117,99.2743197555562
5,16.6602006125877,-8.34019403497379,-6.61850774596152
5,11.2213131793455,-13.0867435331282,22.2734574039114
2,14.0636461309692,-12.192372115509,72.1771782538225
2,6.74432487532836,-6.67923911991516,120.12258210129
5,9.29845611868216,-10.2496851063387,207.752263608767
1,9.31943921703195,-8.94101914946496,65.6780874094723
1,2.84679687450395,-12.1490019163503,204.005303941292
5,10.4444647126554,-10.390259477383,197.171450241946
5,12.3961862948451,-12.9632711219829,23.2677704756692
4,13.417032277694,-8.21966293951977,0.0618559164758494
5,16.5782702038735,-12.7458184705616,13.294064853621
5,2.6367528161125,-10.9578520487751,309.059872140203
4,13.088257295103,-11.294043570775,162.381031067254
2,13.585370364163,-9.53439643961982,85.9120039687596
5,8.94987095987612,-11.2088344043843,215.227726979712
1,13.0122966637431,-13.8853997601927,-73.4051070070981
1,2.9273376262915,-9.15970255401943,133.617611879963
2,11.0719733697038,-7.71126849631904,24.6955300033549
1,-5.64544095695857,-4.98850598377265,305.256055507246
2,11.5602915157274,-14.3584154898874,-69.9153869004323
5,18.0078172750217,-5.72476916389084,194.439524378528
1,17.7099351385412,-13.0722735190934,-79.7493021567071
3,-3.29834689867948,-10.5604164305988,331.928774990407
2,12.6751342134207,-13.6331946225022,-57.539199415814
2,8.25139502826508,-5.41432395589373,230.487340885282
5,9.87495970951771,-9.58107242098471,155.440826015882
4,-1.08066727856749,-10.1281397048845,289.248776466573
1,11.9252025058757,-8.68948016982007,37.4480886810049
5,7.36639656128558,-1.43160733650254,133.668542558956
2,11.8694474444943,-11.9694220758922,133.669525117235
5,9.0439089982169,-8.65650073653209,72.5439586258255
2,4.87281222313859,-9.70876019761867,184.257367138904
2,11.6659816805358,-9.48705363210922,107.532905797355
4,12.9753453565557,-6.65489723834002,85.3670932380402
3,10.2715964371536,-9.39143705349682,99.4059760615542
